#mds1 				mds2 			rg 	repindex
5.979402696297664299e-02 -2.992967256914073199e-02	1.2992	1
5.676086226489764769e-02 -2.773720999608114690e-02	1.14276	0
3.856237280769286152e-02 -2.034137491762073868e-02	1.20088	7
4.006468837371670449e-02 -5.915258325817199236e-02	1.10669	9
4.030762621778192362e-02 -6.206216646144707694e-02	1.12283	9
4.915543494875329600e-02 -3.165977776530475712e-02	1.27525	4
3.717902856742114071e-02 -6.587861134464786939e-02	1.08855	9
1.355325288511137309e-02 -2.929166578774696980e-03	1.07144	2
3.592631546775882506e-02 -5.403310669016526263e-02	1.0952	9
3.989518117391155361e-02 -3.472949738557230825e-02	1.15876	1
5.226502577082273865e-02 4.360660137322786012e-02	1.14013	5
4.582640061241516349e-02 -3.708610798709586348e-02	1.1959	4
4.216637097562581094e-02 -5.318385427501182150e-02	1.06615	9
4.318076124643834002e-02 2.322132701069540978e-02	1.13494	5
4.802892233290800839e-02 2.192184951679833349e-02	1.16095	5
5.435235575618853343e-02 2.564802063846224542e-02	1.19058	5
6.199930876795847756e-02 -3.470537852749880359e-02	1.47553	6
3.718457170768962178e-02 -2.780477041364735544e-02	1.22433	2
3.423060476277001163e-02 -2.138542962376782652e-02	1.17591	1
5.552976636095926372e-02 3.184762021951027117e-02	1.05458	5
5.447584869305381605e-02 -2.045091198956559136e-02	1.27381	2
5.472530902019946686e-02 2.511424038659938740e-02	1.20426	5
6.076703089219341603e-02 2.445940234778315112e-02	1.19455	5
6.089002863874371646e-02 2.598091943082195265e-02	1.11978	5
5.693685134485054061e-02 -4.142351457803473969e-02	1.1987	8
6.469137331722010775e-02 2.115971082607328788e-02	1.12464	5
6.727489300837929953e-02 1.758063708624143379e-02	1.13224	5
6.456692596264737571e-02 1.791326791931243528e-02	1.15593	5
2.457041564032050318e-02 -6.888903674165376689e-02	1.06483	1
4.168303270751682298e-03 -7.332472528537586909e-02	1.01362	1
7.686793874817290581e-03 -5.685218674985429571e-02	1.01731	1
2.266751965639081726e-03 -8.382563615962869419e-02	1.03701	1
3.589539815158053482e-02 1.687527928535551003e-02	0.990491	5
4.353816146816862076e-02 1.545166152557623206e-02	1.05798	5
4.633645177634151957e-02 1.498871958672537549e-03	1.16084	2
3.872253865580536220e-02 -1.426082693570326562e-02	1.19782	2
5.708285481555014362e-02 -3.320819394294555194e-02	1.43582	6
-2.170314297183016661e-02 2.481069898776707555e-02	1.10734	4
1.168552329706333548e-02 -7.125823495038963173e-02	1.00062	1
5.057805663938994001e-02 -2.664133936297506666e-02	1.43766	6
4.835231473838628308e-02 -2.629012716352436066e-02	1.39978	6
3.890528924155959439e-02 1.004458687925844501e-02	1.21591	0
4.582839309928494337e-02 -2.910810444753191353e-02	1.28622	9
4.428521287025914688e-02 8.974181157426772484e-03	1.20699	0
4.484620643818640340e-02 -2.042800287818316921e-02	1.43621	7
3.842142777939660386e-02 -4.373188750645636697e-02	1.27073	6
-5.120385936457127335e-02 -5.213608086252997237e-02	1.01906	4
-5.191401653078236283e-02 -5.101042724109720178e-02	0.947021	4
-5.722270942998512744e-02 -4.869701585464469157e-02	0.959073	4
4.578796202163732537e-02 1.018358617655519549e-02	1.1967	0
-5.444114424434453453e-02 5.233627640863755537e-02	0.980702	4
4.795496754879555873e-02 -3.796586603385583569e-02	1.22559	6
6.653837195393050297e-02 -1.177105658344015926e-02	1.45744	2
4.542373888031097512e-02 -2.816292849928822908e-02	1.32683	7
6.469604703007843238e-02 -1.456108849366345541e-02	1.32582	2
5.404938514995971839e-03 -1.539521689525078819e-02	1.01545	9
4.211663922883514960e-02 -1.517848027177625542e-02	1.29606	1
-5.080645132539946679e-02 4.236735704579962930e-02	0.977846	4
2.301052984508452845e-02 -6.247700039462322427e-03	1.22867	3
-4.177859395855466201e-02 3.296613644907354229e-02	0.972917	4
6.573327768409595318e-02 -2.160206957620195573e-02	1.53835	2
-4.085096362983659662e-02 -4.170933505025015836e-02	0.961644	4
-4.043399687039974516e-02 -3.663228112502162764e-02	0.97127	4
3.256060703395598221e-02 -2.377363914681103127e-02	1.13919	6
-4.340430728430494378e-02 3.570092841210138063e-02	0.99206	4
5.825429052152116677e-02 -3.238375349157987526e-02	1.25946	8
4.823832677601296720e-02 -2.597721281101156993e-02	1.23708	9
-6.800760874031785974e-02 -4.910312024609525539e-02	0.997019	4
4.551908912005462465e-02 -2.522476572825675667e-02	1.20874	9
-7.793499033814882404e-02 4.454237287547473112e-02	1.02115	4
6.800704623967175101e-03 -9.193651160362711558e-03	1.18661	6
5.962572725522776590e-02 -1.700782797527782345e-02	1.24371	1
-7.152972561384221550e-02 4.509163884161374036e-02	1.02328	4
5.865344230901049782e-02 -4.057319839260236510e-02	1.24772	1
-1.240500609495382225e-02 -3.653381105000819834e-02	1.31704	5
5.532039340650101583e-02 -5.541611261950424999e-02	1.23642	8
-7.651263898211295433e-02 -5.510558350786899651e-02	1.00019	4
-7.674726906073478516e-02 4.277722219744293369e-02	1.00899	4
5.772729312867573570e-02 -2.421980673334520398e-02	1.37113	9
3.373119115533684126e-02 -2.277414697799842389e-03	1.32313	6
3.053014144523188284e-02 -2.025145526293583090e-02	1.3055	3
3.704257524030656057e-02 -1.935626606769211625e-02	1.28055	3
-5.347704915375803281e-02 -4.647427632020611349e-02	0.954153	4
4.912780186877450939e-02 -4.120555203030053931e-02	1.26053	8
4.538462014132763761e-02 -2.928506924163716552e-02	1.29252	9
-6.951839861327248349e-02 3.236174562613635536e-02	0.959275	4
-6.758578974399349903e-02 4.060328316015028582e-02	1.00635	4
-5.614471999781898981e-02 -5.086968966536058873e-02	0.981671	4
-6.174001227736908987e-02 -5.146802518567190204e-02	1.00727	4
-6.355374497097024400e-02 -4.838298888446265072e-02	0.988418	4
-7.164690298452727757e-02 4.292555401217652139e-02	1.02217	4
-6.176050018229174016e-02 -5.150667151826736345e-02	1.04905	4
-5.826491581980512702e-02 3.943255002045135266e-02	0.96689	4
-6.207927645357420865e-02 -4.936921341070142633e-02	1.03256	4
-7.603476051536055269e-02 3.481648841080745016e-02	1.03628	4
-5.674947718207130204e-02 -4.613577395632328243e-02	1.00349	4
-5.330727332680239988e-02 -4.449857013920621718e-02	0.987913	4
2.861108936319627094e-02 -1.085703533794707062e-02	1.28617	6
-4.875380832410466936e-02 4.359548472727287766e-02	0.983084	4
1.166202314490166238e-02 -3.419629358267641667e-02	1.2893	6
3.790693681849908320e-02 -4.871454150908700181e-02	1.27295	1
-2.807026188918236922e-02 1.525170970776730354e-02	0.966724	4
2.745276823452569639e-02 -5.671093888491132023e-02	1.19297	1
4.664088897237056441e-02 -3.943644372279051652e-02	1.28215	1
-3.379932812956706889e-02 3.343290011985837473e-02	0.944451	4
4.313530044843019717e-02 -3.640003576244923988e-02	1.29892	1
1.029853385542941167e-02 -5.014181567668324346e-02	1.41025	3
3.027970274374728460e-02 -3.590095808306149883e-02	1.20818	1
-4.180137550211952824e-02 4.818477176424365571e-02	0.899086	4
4.177717076704760835e-02 -3.471157468822532594e-02	1.27012	1
5.232830813462877040e-02 -2.535512521310972350e-02	1.33295	9
5.163873535751591082e-02 -3.383793205977867619e-02	1.29822	9
-3.637924763953345741e-02 3.953663280547041470e-02	0.920941	4
3.381904509543391668e-02 -4.287320731451673556e-02	1.23709	1
7.654906636930519127e-03 -2.254005095169933637e-02	1.42844	3
-3.634592776229081390e-02 3.843532230540474409e-02	0.958861	4
-4.079659228167011042e-02 4.348870367445474561e-02	0.942679	4
3.790194367249911933e-02 -4.809115351507375208e-02	1.25536	1
3.752156469426358443e-02 -1.184207019569123547e-02	1.11172	9
-4.804452990574788890e-02 -2.417312036744772782e-02	0.949201	4
3.968839983540556338e-02 -6.116189904083024070e-02	1.22543	1
-3.088797441387209144e-02 1.111774244298312751e-02	0.926731	4
3.426248437560466126e-02 -6.162410617521477812e-02	1.20628	1
6.381925095294323225e-02 -2.341773934106230332e-02	1.28443	2
6.390152638201646029e-02 -1.997924891261478389e-02	1.33418	2
-1.598482669080563204e-02 4.943501265297459840e-02	0.934137	4
3.376359544685296477e-02 -5.062457569316050621e-02	1.24729	1
3.831986994241289718e-02 -5.444214171080315190e-02	1.30122	1
-9.521613374162093621e-03 -2.463484969826972362e-02	1.27727	5
3.318620268887183256e-02 -3.856288098445256884e-02	1.17551	1
2.572140781179977145e-02 -3.394987523688094977e-02	1.15245	1
-1.129909416165849733e-03 1.520244350780195625e-02	0.889901	4
7.306425462625955325e-02 -1.409424541910346551e-02	1.27956	2
-1.932152033728063920e-02 -4.614917160109690414e-02	0.948379	4
3.118637984553339348e-02 -2.605868182871578023e-02	1.22137	1
3.265937797979218821e-02 3.270058725831584238e-03	1.28836	5
-1.052794528122688589e-02 3.743845619990054940e-02	0.932395	4
-1.302187340018867712e-02 -2.480074892480578497e-02	0.938491	4
1.011334089207352634e-02 -6.194275124436433161e-02	1.62601	3
2.064049347720778652e-02 -5.412205689834366507e-02	1.14018	1
2.574606555193464236e-02 -5.688567847262394200e-02	1.15021	1
6.433534747331882964e-02 -1.304198573231334264e-02	1.30263	2
4.788438636846389929e-02 -5.335692619984740842e-02	1.27779	1
9.915336059444621389e-03 -2.742440209867938461e-02	1.90746	6
5.127925607426659510e-02 -4.177991547003167411e-02	1.3118	1
1.138437986990123961e-02 -3.446515881149254945e-02	1.83691	6
2.504339965921752176e-02 -6.330727879266255520e-02	1.67475	3
4.412782075418457406e-02 -5.136864600673819725e-02	1.26087	8
-1.121811533481440783e-03 -1.101146125267303544e-02	0.972376	4
5.843859546174395847e-02 -3.177135697639089928e-02	1.44361	1
-2.233196166106928005e-02 -2.637287006176494003e-02	0.975414	4
6.092267858624601101e-02 -3.487646913832512241e-02	1.4629	1
5.623000737539787103e-02 -2.765200895404920992e-02	1.43478	1
2.071978777474867486e-02 -2.468539688711142405e-05	1.14759	7
3.573781960655275647e-02 -2.976165608431206172e-02	1.26837	1
1.074589902291177117e-02 1.311977840165963992e-02	1.08412	7
-7.258958281947578382e-03 2.256977116389028565e-02	1.10573	7
-2.487004227108996143e-02 -5.177352800428221963e-02	1.0108	4
5.034027212750990382e-02 -3.765290465132330178e-02	1.4022	1
-2.706414248170507103e-02 -4.608305986124859588e-02	1.01592	4
7.236656981205001615e-02 -2.568348029727539686e-02	1.41705	2
7.393451177430940269e-02 -3.048164549533566303e-02	1.406	2
5.059011563171891129e-02 -2.576940315442170781e-02	1.39641	1
7.727246074210530891e-02 -2.713544616796596462e-02	1.43586	2
5.247392585942287774e-02 -2.644054876545449961e-02	1.42818	1
7.494350515435913018e-02 -3.104824544354646207e-02	1.42015	2
2.684530542123072377e-02 -3.407027899185060410e-02	1.39416	3
-3.614637645393180970e-02 -4.153445806480559471e-02	0.998057	4
2.708631408752211478e-02 -4.565310676497501274e-02	1.32533	0
